,No Mhs,Kalkulus 1 TP1,Kalkulus TP2,Kalkulus 1 UTS,Kalkulus 1 UAS,Kalkulus 1 Rata-Rata,Data Sci IoT TP1,Data Sci IoT TP2,Data Sci IoT UTS,Data Sci IoT UAS,Data Sci IoT Rata-Rata,Keamanan Komp TP1,Keamanan Komp TP2,Keamanan Komp UTS,Keamanan Komp UAS,Keamanan Komp Rata-Rata,Jaringan Komp TP1,Jaringan Komp TP2,Jaringan Komp UTS,Jaringan Komp UAS,Jaringan Komp Rata-Rata,Machine Learning Lanjut TP1,Machine Learning Lanjut TP2,Machine Learning Lanjut UTS,Machine Learning Lanjut UAS,Machine Learning Lanjut Rata-Rata,Pemodelan B. Objek TP1,Pemodelan B. Objek TP2,Pemodelan B. Objek UTS,Pemodelan B. Objek UAS,Pemodelan B. Objek Rata-Rata,Pengolahan Gbr Data Sci TP1,Pengolahan Gbr Data Sci TP2,Pengolahan Gbr Data Sci TP3,Pengolahan Gbr Data Sci TP4,Pengolahan Gbr Data Sci Rata-Rata,Pemrograman Web TP1,Pemrograman Web TP2,Pemrograman Web UTS,Pemrograman Web UAS,Pemrograman Web Rata-Rata,Pemrograman Mobile TP1,Pemrograman Mobile TP2,Pemrograman Mobile UTS,Pemrograman Mobile UAS,Pemrograman Mobile Rata-Rata,Blockchain TP1,Blockchain TP2,Blockchain UTS,Blockchain UAS,Blockchain Rata-Rata,Topik Skripsi
458,458,6,9,6,3,6,10,7,10,12,10,7,10,12,6,9,12,9,5,3,7,9,12,8,4,8,12,9,8,10,10,8,10,10,10,10,12,8,8,4,8,7,11,12,9,10,6,8,2,7,6,Data Sci IoT
459,459,10,6,9,2,7,9,7,10,10,9,8,4,8,4,6,7,7,4,5,6,10,10,11,6,9,10,12,9,7,10,6,3,8,6,6,10,11,9,11,10,8,6,5,5,6,7,4,7,6,6,Pemodelan B. Objek
460,460,4,2,6,4,4,4,4,1,2,3,2,3,1,2,2,6,10,5,5,6,5,1,3,3,3,10,7,5,8,8,9,8,4,1,6,6,9,5,4,6,2,5,3,1,3,3,6,8,6,6,Pemodelan B. Objek
461,461,9,12,8,5,8,5,3,5,1,4,10,11,7,11,10,6,10,6,10,8,7,5,5,8,6,12,12,10,9,11,11,12,11,10,11,10,9,7,8,8,7,10,7,12,9,6,10,3,7,6,Pengolahan Gbr Data Sci
462,462,11,11,8,12,10,5,1,1,4,3,10,6,7,9,8,11,11,11,10,11,6,3,5,3,4,8,8,8,4,7,6,8,6,5,6,10,12,8,8,10,11,9,7,6,8,7,6,11,10,8,Jaringan Komp
463,463,7,7,10,11,9,8,11,6,7,8,10,8,12,4,8,10,11,10,10,10,6,3,4,3,4,9,8,11,12,10,6,7,8,6,7,8,8,12,10,10,11,10,12,6,10,12,10,12,10,11,Jaringan Komp
464,464,5,5,2,6,4,8,7,4,1,5,6,9,6,4,6,2,6,2,6,4,10,8,8,6,8,7,7,3,2,5,9,6,4,9,7,6,9,3,5,6,2,2,7,2,3,3,7,2,1,3,Machine Learning Lanjut
465,465,6,7,10,6,7,5,2,6,1,4,6,8,2,7,6,6,9,2,3,5,6,4,9,6,6,10,12,12,10,11,8,10,12,8,10,5,5,9,5,6,11,12,7,9,10,12,11,12,12,12,Pemodelan B. Objek
466,466,8,4,3,4,5,5,6,2,3,4,10,11,7,6,8,10,12,10,11,11,10,11,6,10,9,12,10,12,6,10,11,9,11,5,9,7,9,8,9,8,10,8,7,6,8,9,8,11,10,10,Jaringan Komp
467,467,8,7,8,12,9,11,8,11,11,10,11,7,11,4,8,8,12,12,9,10,10,9,7,7,8,5,2,5,2,4,10,12,7,3,8,7,11,7,8,8,6,8,3,8,6,7,6,3,5,5,Data Sci IoT
468,468,10,6,10,7,8,4,7,8,5,6,8,4,6,9,7,6,5,6,9,6,5,5,3,6,5,3,1,2,1,2,2,1,3,4,2,3,7,7,1,4,10,8,4,5,7,4,2,1,3,2,Keamanan Komp
469,469,10,12,11,9,10,5,5,3,7,5,5,1,2,5,3,10,11,11,10,10,11,11,9,5,9,8,7,8,8,8,5,1,4,2,3,9,6,3,6,6,10,12,10,7,10,10,8,7,9,8,Kalkulus 1
470,470,9,7,9,11,9,6,3,5,5,5,6,8,11,8,8,11,11,10,7,10,6,7,3,2,4,6,6,5,7,6,5,4,7,5,5,7,8,6,2,6,12,10,10,9,10,7,5,3,7,6,Kalkulus 1
471,471,5,8,9,7,7,11,10,12,8,10,10,12,9,12,11,12,8,9,12,10,9,5,9,7,8,8,7,6,9,8,11,11,9,6,9,9,6,9,7,8,11,10,8,10,10,11,7,7,4,7,Jaringan Komp
472,472,6,6,9,10,8,6,9,9,9,8,6,6,5,9,6,7,3,4,2,4,7,7,6,6,6,4,5,8,9,6,8,4,1,5,4,10,8,5,7,8,5,8,7,7,7,8,7,6,8,7,Pemrograman Web
473,473,10,11,11,12,11,11,9,5,1,6,9,12,11,8,10,5,7,6,8,6,8,6,8,5,7,10,6,3,2,5,12,12,8,9,10,11,11,11,11,11,7,11,3,2,6,8,8,5,7,7,Keamanan Komp
474,474,6,8,11,11,9,9,7,12,8,9,10,11,7,7,9,12,8,9,6,9,6,10,6,7,7,11,7,6,8,8,11,11,10,11,11,5,7,8,10,8,6,5,7,1,5,12,11,11,9,11,Kalkulus 1
475,475,7,6,11,11,9,7,8,5,9,7,7,8,3,2,5,12,12,9,5,10,6,3,6,2,4,6,5,7,6,6,12,10,10,9,10,7,8,7,10,8,11,12,10,12,11,6,6,4,7,6,Pengolahan Gbr Data Sci
476,476,10,9,5,10,8,3,2,6,3,4,5,9,9,5,7,5,9,9,10,8,3,1,6,2,3,2,1,6,2,3,10,7,3,4,6,3,5,3,8,5,6,6,5,6,6,4,5,1,5,4,Kalkulus 1
477,477,12,9,5,2,7,7,4,5,6,6,11,8,6,5,8,5,3,2,6,4,11,8,4,5,7,12,9,11,5,9,8,5,7,1,5,5,5,10,4,6,8,9,6,7,8,11,12,7,3,8,Pemodelan B. Objek
478,478,9,12,7,6,8,6,10,3,2,5,8,8,5,6,7,9,5,2,5,5,11,12,10,11,11,8,6,3,7,6,12,12,11,7,10,8,10,5,10,8,11,12,9,9,10,6,4,8,1,5,Pemrograman Mobile
479,479,6,9,7,10,8,9,9,8,4,8,6,10,2,2,5,6,6,2,2,4,6,6,5,1,4,9,10,9,11,10,12,12,12,9,11,6,7,10,8,8,9,9,5,7,8,10,6,2,2,5,Pemodelan B. Objek
480,480,8,9,10,7,8,2,3,2,2,2,3,4,6,2,4,5,1,6,5,4,6,5,3,4,4,6,4,3,6,5,5,1,2,6,4,10,7,3,6,6,4,1,2,4,3,10,6,7,5,7,Kalkulus 1
481,481,9,9,9,8,9,11,7,8,9,9,12,12,9,5,10,9,12,6,2,7,8,5,6,2,5,6,2,6,6,5,7,6,3,1,4,6,3,5,7,5,5,8,6,2,5,11,9,10,9,10,Keamanan Komp
482,482,12,11,11,12,12,7,6,3,8,6,6,4,1,2,3,6,10,3,5,6,8,7,6,5,6,11,10,12,11,11,7,3,1,2,3,9,12,6,2,7,8,8,8,6,8,9,7,9,3,7,Pemodelan B. Objek
483,483,7,10,3,4,6,9,9,11,9,10,5,3,1,4,3,11,9,8,10,10,7,4,3,2,4,11,8,8,9,9,11,8,8,7,8,6,4,2,5,4,7,9,3,1,5,11,9,6,3,7,Jaringan Komp
484,484,2,4,3,5,4,3,4,7,6,5,6,2,6,4,4,10,10,8,7,9,7,3,7,5,6,4,3,2,6,4,2,6,3,7,4,9,6,6,7,7,8,5,8,3,6,4,6,1,6,4,Jaringan Komp
485,485,7,10,3,8,7,6,6,6,7,6,11,7,6,9,8,12,9,10,6,9,11,8,5,8,8,11,9,12,12,11,5,2,2,6,4,6,6,8,2,6,11,9,9,10,10,5,3,6,1,4,Pemrograman Mobile
486,486,8,6,10,10,8,11,11,11,8,10,11,7,6,7,8,6,9,11,3,7,11,8,9,9,9,11,11,10,7,10,5,5,8,1,5,9,8,12,11,10,8,9,4,6,7,12,12,12,10,12,Pemodelan B. Objek
487,487,5,8,9,2,6,7,9,8,8,8,11,11,10,8,10,11,11,9,7,10,11,7,6,6,8,12,8,10,6,9,8,6,4,8,6,8,9,8,8,8,9,10,7,3,7,7,3,1,6,4,Pemodelan B. Objek
488,488,3,3,6,2,4,6,3,1,1,3,7,7,5,9,7,3,5,6,2,4,9,5,1,6,5,9,9,7,3,7,8,5,8,5,6,3,1,5,3,3,4,5,2,4,4,8,4,6,6,6,Pemodelan B. Objek
489,489,12,9,8,7,9,8,11,12,7,10,7,8,12,7,8,7,10,6,9,8,10,7,11,5,8,12,9,7,7,9,9,7,10,8,8,6,8,11,7,8,11,8,10,4,8,7,6,6,11,8,Kalkulus 1
490,490,6,8,7,5,6,11,7,5,4,7,5,4,6,6,5,8,7,12,10,9,11,7,8,10,9,8,8,12,11,10,11,9,6,2,7,9,9,7,3,7,8,11,5,3,7,7,7,12,9,9,Machine Learning Lanjut
491,491,8,5,4,2,5,5,5,4,9,6,12,9,11,7,10,7,4,3,7,5,7,10,4,6,7,11,7,10,4,8,8,10,11,8,9,6,3,3,7,5,12,11,11,11,11,10,10,6,4,8,Pengolahan Gbr Data Sci
492,492,4,1,1,6,3,2,5,2,6,4,2,6,4,5,4,2,4,3,2,3,5,9,8,2,6,10,6,10,10,9,2,5,5,3,4,10,8,8,10,9,6,3,6,4,5,9,10,7,7,8,Pemrograman Web
493,493,9,5,1,3,4,5,9,8,10,8,6,6,11,2,6,9,9,8,9,9,5,4,5,2,4,12,10,12,7,10,11,12,10,10,11,10,9,10,10,10,11,10,12,6,10,6,6,7,9,7,Pemodelan B. Objek
494,494,8,7,7,9,8,6,10,9,10,9,10,9,7,11,9,6,3,4,2,4,6,6,7,8,7,10,10,12,9,10,7,8,3,3,5,5,6,9,8,7,12,11,9,8,10,5,2,2,7,4,Pemodelan B. Objek
495,495,5,1,5,1,3,10,10,6,8,8,6,10,11,5,8,9,7,8,9,8,12,10,9,8,10,8,6,5,5,6,8,10,11,8,9,12,11,9,7,10,12,12,9,9,10,5,5,1,4,4,Pemrograman Mobile
496,496,9,10,5,8,8,2,6,7,3,4,10,8,7,3,7,10,7,9,8,8,4,1,1,2,2,2,4,5,6,4,2,4,2,3,3,3,3,8,8,6,6,3,6,8,6,6,4,4,2,4,Jaringan Komp
497,497,12,8,11,7,10,7,7,11,4,7,11,8,5,6,8,8,4,3,1,4,10,10,9,7,9,5,4,9,8,6,5,2,5,7,5,6,6,2,7,5,11,9,6,2,7,11,7,7,9,8,Kalkulus 1
498,498,6,10,3,1,5,9,6,9,7,8,7,11,11,6,9,5,1,3,5,4,9,12,12,9,10,5,8,8,2,6,7,6,6,10,7,8,10,9,5,8,10,11,11,7,10,5,7,7,1,5,Machine Learning Lanjut
499,499,8,8,12,12,10,5,5,10,2,6,8,5,6,8,7,8,10,6,6,8,7,11,4,6,7,5,2,7,1,4,7,11,9,7,8,9,6,6,10,8,6,10,6,6,7,10,9,6,4,7,Jaringan Komp
500,500,5,2,4,4,4,3,1,4,3,3,5,5,5,8,6,3,6,6,3,4,2,3,2,1,2,10,6,9,9,8,4,7,4,7,6,9,8,9,10,9,5,6,7,1,5,2,1,2,1,2,Pemrograman Web
501,501,9,8,11,7,9,8,10,4,8,8,12,12,8,5,9,7,9,3,5,6,7,4,5,9,6,11,10,9,12,10,11,9,11,8,10,6,3,8,1,4,6,5,8,5,6,9,10,5,4,7,Pemodelan B. Objek
502,502,9,7,7,7,8,10,12,11,8,10,11,10,7,12,10,9,12,5,7,8,8,8,6,3,6,10,11,11,7,10,7,11,9,8,9,6,8,4,5,6,10,9,10,12,10,8,5,6,9,7,Data Sci IoT
503,503,10,6,7,9,8,9,5,6,9,7,5,2,5,5,4,11,9,6,11,9,8,4,9,8,7,5,1,2,6,4,8,9,6,8,8,8,5,9,7,7,11,9,10,5,9,6,4,7,6,6,Jaringan Komp
504,504,10,9,8,9,9,2,4,5,3,4,4,5,6,1,4,7,8,10,10,9,9,6,10,6,8,2,3,4,5,4,9,9,7,3,7,5,9,9,9,8,6,5,3,8,6,7,8,9,5,7,Machine Learning Lanjut
505,505,7,10,5,3,6,6,4,8,6,6,7,6,3,1,4,7,6,8,3,6,5,1,3,1,2,12,12,12,11,12,7,11,4,2,6,10,7,4,5,6,10,12,9,11,10,11,10,10,8,10,Pemrograman Mobile
506,506,5,9,2,1,4,10,12,10,9,10,6,4,6,3,5,12,8,4,1,6,5,8,4,6,6,11,10,10,6,9,8,11,11,9,10,7,3,6,3,5,9,5,9,1,6,6,9,9,4,7,Data Sci IoT
507,507,9,6,3,8,6,6,3,3,8,5,8,11,7,9,9,5,4,7,9,6,6,2,4,4,4,5,6,2,5,4,7,3,4,3,4,11,12,10,7,10,9,5,9,5,7,10,12,12,7,10,Keamanan Komp
508,508,2,4,2,7,4,3,4,2,4,3,8,8,5,10,8,7,5,1,4,4,9,7,6,8,8,5,7,4,5,5,8,8,7,6,7,4,3,8,6,5,9,9,6,4,7,2,1,5,1,2,Pengolahan Gbr Data Sci
509,509,10,8,4,1,6,6,7,7,9,7,8,5,10,5,7,10,6,10,10,9,6,7,8,7,7,6,4,7,5,6,6,6,11,3,6,8,8,8,11,9,7,9,6,8,8,6,8,3,5,6,Jaringan Komp
510,510,11,12,10,11,11,7,10,7,8,8,6,7,6,5,6,10,7,8,12,9,7,10,6,9,8,11,8,7,5,8,11,11,9,11,10,5,5,6,6,6,10,7,11,7,9,9,11,7,6,8,Kalkulus 1
511,511,9,5,7,5,6,8,7,8,6,7,6,10,8,6,8,11,12,8,12,11,12,12,8,5,9,10,7,10,11,10,6,3,6,6,5,6,2,4,2,4,10,7,12,8,9,11,12,9,10,10,Jaringan Komp
512,512,2,1,5,1,2,3,6,2,6,4,4,2,5,3,4,9,9,7,8,8,2,1,2,6,3,3,2,4,6,4,3,2,3,2,2,3,6,1,3,3,8,9,6,5,7,5,8,4,7,6,Jaringan Komp
513,513,11,7,12,9,10,9,7,8,3,7,11,10,10,7,10,7,9,5,7,7,12,12,11,12,12,11,12,7,12,10,6,9,8,3,6,10,9,9,10,10,11,12,9,5,9,8,9,10,9,9,Kalkulus 1
514,514,6,7,5,1,5,5,4,5,9,6,11,11,10,8,10,10,7,3,4,6,12,11,9,12,11,9,8,9,4,8,5,1,6,3,4,5,9,5,1,5,7,3,5,6,5,10,12,12,8,10,Blockchain
515,515,12,8,4,3,7,6,3,2,7,4,12,10,6,6,8,9,12,9,5,9,8,8,7,8,8,5,3,5,1,4,7,10,5,6,7,7,3,7,2,5,11,8,4,1,6,9,9,11,12,10,Jaringan Komp
516,516,10,10,8,9,9,8,4,8,3,6,7,6,4,5,6,3,2,6,7,4,8,4,7,1,5,10,10,7,7,8,10,10,7,7,8,3,1,5,4,3,6,2,4,3,4,6,3,6,7,6,Pengolahan Gbr Data Sci
517,517,8,7,3,8,6,6,10,10,6,8,10,10,10,10,10,9,7,5,6,7,11,11,9,9,10,5,2,2,1,2,8,6,7,5,6,6,9,4,9,7,11,8,9,5,8,6,5,9,8,7,Machine Learning Lanjut
518,518,12,10,9,7,10,8,8,4,4,6,12,8,7,8,9,7,4,6,8,6,7,10,6,4,7,8,4,4,7,6,6,8,4,9,7,7,7,6,5,6,9,8,7,9,8,5,5,7,4,5,Keamanan Komp
519,519,10,6,11,4,8,9,11,8,7,9,5,5,7,4,5,7,11,9,6,8,10,12,10,8,10,10,9,8,9,9,11,11,12,9,11,11,9,6,2,7,6,9,8,7,8,5,8,5,10,7,Data Sci IoT
520,520,2,1,5,3,3,5,3,3,7,4,8,6,4,8,6,4,1,3,6,4,10,8,8,8,8,8,10,4,1,6,10,10,7,7,8,3,3,8,5,5,8,4,4,2,4,10,6,6,7,7,Pengolahan Gbr Data Sci
521,521,9,5,1,5,5,8,6,2,3,5,12,8,9,9,10,12,11,10,6,10,11,8,5,2,6,8,10,12,6,9,9,8,7,11,9,11,10,6,4,8,10,10,10,6,9,12,10,12,8,10,Keamanan Komp
522,522,6,7,7,11,8,7,11,9,8,9,5,6,5,1,4,7,9,5,3,6,6,2,5,3,4,9,10,10,7,9,7,4,9,4,6,8,11,7,3,7,12,11,8,12,11,7,6,7,6,6,Pemrograman Mobile
523,523,11,10,9,12,10,10,12,7,10,10,11,10,11,11,11,7,10,11,8,9,10,7,10,11,10,7,10,4,3,6,9,6,6,4,6,11,11,9,8,10,6,6,9,3,6,11,11,12,10,11,Blockchain
524,524,4,1,6,4,4,4,1,1,4,2,2,2,3,2,2,2,5,4,5,4,4,8,5,7,6,4,4,3,6,4,10,7,6,3,6,7,9,5,8,7,4,8,2,6,5,9,9,9,5,8,Machine Learning Lanjut
525,525,7,6,7,3,6,6,4,8,2,5,5,4,3,1,3,10,9,8,4,8,6,6,2,5,5,10,12,6,7,9,6,10,6,2,6,5,5,8,2,5,11,11,9,6,9,8,4,2,4,4,Jaringan Komp
526,526,9,6,4,1,5,9,7,4,3,6,12,8,9,4,8,11,7,11,12,10,8,4,1,5,4,8,7,7,7,7,11,8,5,10,8,9,8,11,8,9,9,8,12,8,9,7,11,3,6,7,Pemrograman Mobile
527,527,11,7,12,7,9,8,8,4,2,6,7,6,5,8,6,10,7,12,7,9,12,12,9,10,11,7,9,9,8,8,8,7,11,4,8,8,12,6,6,8,8,8,5,3,6,5,6,10,5,6,Kalkulus 1
528,528,4,2,2,2,2,7,3,6,7,6,9,5,10,8,8,10,9,5,9,8,4,5,8,5,6,6,2,4,3,4,9,8,6,3,6,9,5,8,7,7,7,4,8,5,6,7,6,2,5,5,Jaringan Komp
529,529,9,6,9,9,8,7,11,6,10,8,11,7,4,8,8,9,10,12,8,10,7,6,4,5,6,8,11,4,2,6,8,8,6,9,8,10,12,12,9,11,9,7,5,3,6,5,7,9,1,6,Jaringan Komp
530,530,12,8,12,12,11,12,12,9,7,10,8,9,10,9,9,9,10,12,6,9,5,7,6,5,6,10,7,11,8,9,7,8,3,4,6,5,7,2,2,4,11,9,12,11,11,10,10,9,11,10,Pemrograman Mobile
531,531,8,12,9,4,8,5,5,5,10,6,5,9,5,5,6,10,11,9,12,10,12,10,11,11,11,10,7,9,8,8,10,6,6,7,7,7,9,12,6,8,7,10,9,12,10,9,8,4,5,6,Jaringan Komp
532,532,7,7,5,3,6,6,3,6,2,4,3,1,4,5,3,5,9,2,4,5,10,7,5,6,7,9,7,4,1,5,5,5,8,3,5,8,9,6,2,6,5,4,8,9,6,3,3,5,2,3,Machine Learning Lanjut
533,533,5,9,10,8,8,7,9,3,4,6,12,12,10,12,12,12,10,10,9,10,5,1,2,1,2,10,9,7,3,7,9,11,7,11,10,6,2,5,6,5,11,10,10,11,10,8,10,12,11,10,Pengolahan Gbr Data Sci
534,534,8,4,8,3,6,9,12,11,12,11,8,12,11,7,10,12,8,5,4,7,10,12,6,4,8,10,8,6,10,8,6,4,4,9,6,10,11,6,8,9,12,10,6,2,8,10,9,12,12,11,Blockchain
535,535,7,3,2,4,4,12,10,11,9,10,9,11,10,11,10,7,5,9,10,8,10,10,11,10,10,7,11,9,10,9,11,12,11,11,11,8,4,7,4,6,5,6,2,4,4,5,8,2,1,4,Pengolahan Gbr Data Sci
536,536,6,4,8,6,6,3,7,8,6,6,2,5,3,6,4,6,5,7,3,5,9,9,6,10,8,6,6,10,2,6,7,3,1,4,4,8,10,7,3,7,10,8,8,7,8,2,3,3,7,4,Machine Learning Lanjut
537,537,10,9,10,11,10,12,11,12,8,11,10,6,4,2,6,5,3,8,1,4,8,9,8,12,9,8,7,7,8,8,11,11,8,10,10,12,9,11,10,10,5,4,7,2,4,9,7,9,6,8,Data Sci IoT
538,538,12,8,5,3,7,10,6,3,1,5,12,8,11,7,10,10,9,8,8,9,12,11,11,11,11,10,11,10,7,10,5,9,1,4,5,6,8,7,5,6,7,9,3,2,5,11,11,9,5,9,Machine Learning Lanjut
539,539,11,10,7,12,10,11,11,12,9,11,7,11,11,9,10,11,10,8,7,9,11,7,8,3,7,11,10,12,7,10,9,7,8,4,7,9,7,5,2,6,11,8,11,12,10,9,8,12,6,9,Data Sci IoT
540,540,9,7,8,8,8,9,7,8,5,7,5,1,3,4,3,4,3,5,6,4,10,7,6,9,8,3,3,7,7,5,6,4,8,7,6,10,6,2,2,5,5,8,3,8,6,10,7,10,3,8,Machine Learning Lanjut
541,541,12,8,7,6,8,8,11,11,11,10,11,10,10,10,10,10,10,8,12,10,6,10,4,6,6,9,11,5,6,8,10,11,9,6,9,7,6,3,7,6,5,1,5,4,4,12,10,9,7,10,Jaringan Komp
542,542,9,7,3,6,6,8,4,2,1,4,10,7,8,5,8,9,12,11,10,10,12,11,12,7,10,9,5,2,2,4,11,8,9,11,10,9,8,9,9,9,12,12,12,9,11,8,11,5,5,7,Machine Learning Lanjut
543,543,8,7,5,5,6,12,12,10,10,11,10,8,6,5,7,11,7,6,7,8,7,10,3,3,6,8,7,5,9,7,12,9,9,12,10,5,8,4,4,5,8,5,7,3,6,7,11,5,4,7,Pengolahan Gbr Data Sci
544,544,5,5,3,3,4,8,6,10,2,6,7,8,10,7,8,9,9,9,10,9,10,6,6,7,7,10,8,10,6,8,6,5,3,8,6,10,9,9,6,8,6,3,7,4,5,9,7,4,5,6,Pemodelan B. Objek
545,545,6,9,2,3,5,9,9,11,7,9,10,6,11,4,8,10,10,10,9,10,5,2,3,1,3,7,10,9,8,8,6,8,8,10,8,11,9,7,3,8,10,10,6,4,8,11,11,8,10,10,Data Sci IoT
546,546,7,6,7,7,7,7,3,6,3,5,12,12,11,11,12,5,5,6,6,6,10,11,10,10,10,7,6,3,4,5,5,8,2,3,4,10,10,9,9,10,12,8,12,12,11,5,9,2,7,6,Machine Learning Lanjut
547,547,11,10,11,7,10,8,12,10,11,10,10,6,9,9,8,9,8,7,5,7,7,10,8,12,9,7,7,6,6,6,10,10,9,8,9,5,5,6,9,6,10,11,9,8,10,5,1,3,1,2,Kalkulus 1
548,548,2,2,6,5,4,10,9,8,6,8,10,9,7,7,8,8,7,7,10,8,5,7,1,5,4,10,8,4,4,6,9,6,7,5,7,3,7,1,3,4,2,6,5,5,4,8,6,2,5,5,Keamanan Komp
549,549,10,12,8,5,9,6,6,3,1,4,9,8,9,4,8,5,6,9,7,7,11,9,12,8,10,8,7,12,8,9,8,8,11,5,8,8,12,12,12,11,8,4,2,6,5,10,7,12,7,9,Pemrograman Web
550,550,11,8,10,8,9,11,12,8,9,10,9,9,11,9,10,5,1,3,3,3,12,12,11,9,11,5,7,5,5,6,7,10,7,3,7,6,3,7,3,5,7,8,7,11,8,10,8,8,8,8,Data Sci IoT
551,551,7,11,12,5,9,7,8,12,12,10,7,3,4,6,5,12,8,10,11,10,6,10,2,1,5,12,10,12,9,11,9,12,8,8,9,11,8,7,6,8,8,12,5,7,8,11,8,11,11,10,Data Sci IoT
552,552,10,7,5,4,6,2,1,2,4,2,5,7,9,7,7,6,7,6,6,6,6,5,4,1,4,7,6,2,6,5,8,4,7,6,6,8,4,1,4,4,5,5,3,7,5,6,2,1,2,3,Kalkulus 1
553,553,5,7,5,10,7,8,11,12,11,10,8,7,8,12,9,6,7,4,4,5,11,8,5,9,8,8,4,2,7,5,6,2,6,6,5,11,10,7,9,9,6,2,7,1,4,10,10,6,3,7,Pemrograman Web
554,554,7,5,7,9,7,6,4,9,5,6,7,11,9,11,10,11,11,7,5,8,10,8,12,11,10,7,10,12,7,9,5,2,5,7,5,10,9,10,10,10,9,8,4,9,8,10,8,5,4,7,Machine Learning Lanjut
555,555,11,8,11,11,10,11,12,7,12,10,8,10,7,10,9,12,8,8,5,8,7,10,12,4,8,7,4,6,8,6,8,6,2,1,4,7,8,12,3,8,6,10,10,2,7,5,4,1,2,3,Keamanan Komp
556,556,10,7,6,5,7,5,5,9,3,6,5,4,4,2,4,8,4,3,5,5,4,4,4,1,3,4,6,3,1,4,2,5,3,4,4,5,1,5,5,4,8,4,1,2,4,3,6,5,5,5,Kalkulus 1
557,557,7,5,5,3,5,8,7,10,7,8,8,5,8,8,7,7,5,2,1,4,5,8,1,3,4,11,11,9,6,9,7,4,5,5,5,5,1,6,1,3,8,5,5,6,6,8,12,10,10,10,Blockchain
558,558,10,12,9,8,10,9,9,9,9,9,10,8,11,5,8,12,11,7,3,8,9,7,3,2,5,8,5,2,3,4,8,11,8,9,9,12,8,8,8,9,5,2,3,5,4,6,3,1,5,4,Data Sci IoT
559,559,11,12,7,9,10,9,9,11,12,10,5,9,6,1,5,7,3,7,4,5,7,6,2,1,4,11,10,12,7,10,8,7,8,9,8,6,7,5,1,5,6,7,10,8,8,5,4,2,6,4,Data Sci IoT
560,560,3,4,1,5,3,8,5,8,4,6,5,4,4,3,4,3,6,8,6,6,8,6,4,8,6,6,5,2,7,5,4,5,8,2,5,7,10,8,4,7,7,10,3,8,7,5,6,7,2,5,Pemrograman Mobile
561,561,6,2,1,3,3,10,10,12,9,10,8,12,6,9,9,6,3,6,4,5,8,6,10,5,7,12,12,9,9,10,8,10,4,2,6,6,9,11,2,7,12,11,11,11,11,9,12,7,5,8,Data Sci IoT
562,562,5,7,3,2,4,6,6,9,10,8,7,7,9,5,7,8,12,5,6,8,10,10,8,11,10,12,12,11,10,11,10,9,10,8,9,10,6,10,4,8,12,10,6,5,8,12,9,9,10,10,Blockchain
563,563,8,4,5,3,5,5,6,5,5,5,12,8,11,5,9,8,4,9,5,6,10,9,6,3,7,6,5,4,2,4,8,8,5,4,6,11,9,11,11,10,11,12,11,8,10,7,8,9,4,7,Keamanan Komp
564,564,3,6,5,6,5,3,5,7,3,4,3,6,5,3,4,2,4,4,3,3,2,2,1,1,2,3,4,4,2,3,9,7,4,2,6,2,3,3,7,4,7,10,7,9,8,5,1,5,4,4,Pemrograman Mobile
565,565,7,3,6,8,6,5,8,10,8,8,7,10,11,11,10,9,8,10,8,9,12,9,7,3,8,6,7,5,9,7,11,7,9,9,9,7,6,2,3,4,12,11,11,8,10,6,9,9,3,7,Keamanan Komp
566,566,9,9,6,10,8,7,10,4,2,6,8,11,4,5,7,8,12,12,5,9,6,2,2,4,4,9,6,4,2,5,10,12,11,8,10,8,7,9,4,7,5,1,5,6,4,9,12,10,5,9,Jaringan Komp
567,567,10,6,10,11,9,5,4,1,3,3,6,5,2,7,5,12,12,8,8,10,5,6,8,2,5,12,9,9,7,9,8,4,5,5,6,7,5,1,1,4,9,12,6,11,10,8,8,8,11,9,Jaringan Komp
568,568,9,9,5,7,8,5,9,6,6,6,9,9,8,8,8,10,7,3,6,6,2,2,5,7,4,4,3,7,4,4,4,8,6,3,5,2,5,7,1,4,8,9,10,10,9,3,2,4,7,4,Kalkulus 1
569,569,12,11,11,10,11,10,8,8,4,8,9,9,5,1,6,9,8,4,8,7,11,9,12,11,11,8,9,5,4,6,9,6,3,1,5,6,7,2,5,5,6,6,6,10,7,10,12,8,6,9,Machine Learning Lanjut
570,570,12,9,7,7,9,12,9,5,3,7,5,3,4,5,4,10,6,2,3,5,7,10,7,9,8,7,8,4,6,6,12,8,6,8,8,6,3,3,8,5,10,8,5,10,8,9,10,11,8,10,Kalkulus 1
571,571,7,7,12,10,9,10,7,5,1,6,10,8,12,11,10,9,9,12,9,10,6,5,3,3,4,8,9,7,3,7,11,8,7,10,9,11,8,8,6,8,10,10,12,11,11,11,10,12,10,11,Blockchain
572,572,4,2,5,5,4,7,6,10,3,6,8,9,10,8,9,3,6,2,7,4,5,2,6,1,4,10,10,6,4,8,6,10,4,7,7,7,10,3,3,6,10,10,8,4,8,5,5,3,2,4,Pemodelan B. Objek
573,573,11,10,6,9,9,12,10,6,3,8,11,12,7,3,8,10,12,7,6,9,7,4,5,4,5,7,9,7,7,8,6,9,10,9,8,6,9,5,6,6,5,1,4,2,3,8,10,7,7,8,Jaringan Komp
